client_id,total_spend,avg_spend,transaction_count,spending_volatility,engagement_score,spending_tier,volatility_level,wellness_score,wellness_category,high_value_customer,digital_transaction_ratio,digital_persona,last_transaction_date,days_since_last_transaction,churn_risk,id,current_age,retirement_age,birth_year,birth_month,gender,address,latitude,longitude,per_capita_income,yearly_income,total_debt,credit_score,num_credit_cards
1163,4774.4,77.00645161290322,62,100.71575552093803,68.00258064516129,Moderate Spender,Moderate,27.758784379683355,Low Wellness,0,0.12903225806451613,Traditional User,2019-10-26 10:21:00,5,Active,1163,45,61,1975,1,Male,2270 Sixth Lane,29.99,-95.26,32943.0,67170.0,114251.0,489,3
1164,12110.21,91.74401515151514,132,119.73948972576271,115.89760606060605,High Spender,Moderate,56.375306600302,Moderate Wellness,0,0.16666666666666666,Traditional User,2019-10-30 09:50:00,1,Active,1164,43,70,1976,9,Male,9620 Valley Stream Drive,37.76,-122.44,53797.0,109687.0,183855.0,675,1
1166,5683.16,21.44588679245283,265,91.11010051565076,167.57835471698112,Moderate Spender,Moderate,94.2117459346057,Moderate Wellness,0,0.08679245283018867,Traditional User,2019-09-16 07:41:00,45,High Risk,1166,44,66,1975,5,Female,8659 El Camino Street,39.39,-84.56,19569.0,39898.0,43630.0,682,3
1168,26757.989999999998,58.04336225596529,461,137.94797731697474,299.8173449023861,Premium Spender,Moderate,174.22341321339465,Healthy,1,0.15835140997830802,Traditional User,2019-10-23 11:10:00,8,Active,1168,51,68,1968,10,Male,207 Ocean View Street,40.67,-74.42,53790.0,109673.0,242379.0,505,1
1169,19082.6,40.86209850107066,467,42.89046948228566,296.54483940042826,Premium Spender,Stable,190.48053565386408,Healthy,1,0.569593147751606,Digital First,2019-10-30 15:51:00,1,Active,1169,51,68,1968,11,Female,375 Hillside Drive,30.54,-97.64,30358.0,61901.0,29627.0,726,7
1170,5138.93,39.22847328244275,131,47.52600582795586,94.29138931297709,Moderate Spender,Stable,54.66334081914165,Moderate Wellness,0,0.05343511450381679,Traditional User,2019-10-26 08:30:00,5,Active,1170,40,63,1980,2,Female,5191 Grant Drive,35.4,-80.43,20041.0,40867.0,50449.0,694,2
1171,6539.0,63.48543689320388,103,77.54525534817158,87.19417475728156,Moderate Spender,Moderate,44.73657999832685,Low Wellness,0,0.04854368932038835,Traditional User,2019-09-28 22:05:00,32,High Risk,1171,90,67,1929,12,Male,73 Summit Street,21.4,-157.73,26370.0,39214.0,0.0,781,5
1173,7753.79,59.18923664122137,131,112.6592717248192,102.27569465648854,High Spender,Moderate,47.62491664740257,Low Wellness,0,0.08396946564885496,Traditional User,2019-10-20 12:54:00,11,Active,1173,71,67,1948,3,Male,3095 Hill Boulevard,42.83,-106.32,25502.0,51703.0,5371.0,722,7
1176,10964.84,47.262241379310346,232,90.70921282349646,158.10489655172412,High Spender,Moderate,88.83682984909383,Moderate Wellness,0,0.39655172413793105,Traditional User,2019-10-24 08:17:00,7,Active,1176,39,64,1980,10,Male,2411 Hillside Lane,37.94,-87.4,28126.0,57348.0,119230.0,527,3
1177,5097.21,29.126914285714285,175,115.92183704642001,116.65076571428571,Moderate Spender,Moderate,55.55370687643028,Moderate Wellness,0,0.03428571428571429,Traditional User,2019-10-25 15:49:00,6,Active,1177,36,66,1983,3,Female,1644 Park Avenue,39.67,-75.75,31719.0,64672.0,56485.0,695,4
1179,5805.33,59.2380612244898,98,119.8257782848216,82.49522448979592,Moderate Spender,Moderate,33.00626271038262,Low Wellness,0,0.05102040816326531,Traditional User,2019-10-19 18:04:00,12,Active,1179,50,71,1969,7,Female,312 Burns Boulevard,36.67,-76.3,24312.0,49570.0,43645.0,752,5
1180,9243.46,57.77162499999999,160,72.40517279626667,119.10865,High Spender,Moderate,66.85045294074666,Moderate Wellness,0,0.075,Traditional User,2019-09-22 16:10:00,39,High Risk,1180,28,69,1991,9,Male,18 Lake Avenue,40.71,-73.99,17624.0,35940.0,54354.0,595,3
1181,9095.37,58.30365384615385,156,78.58427144678089,116.92146153846153,High Spender,Moderate,64.17424186448999,Moderate Wellness,0,0.08974358974358974,Traditional User,2019-09-26 08:32:00,35,High Risk,1181,61,66,1958,4,Male,747 Rose Drive,35.4,-80.59,25299.0,51581.0,35134.0,810,5
1183,5955.34,50.900341880341884,117,98.5154060237283,90.56013675213676,Moderate Spender,Moderate,42.36702135935691,Low Wellness,0,0.05128205128205128,Traditional User,2019-10-07 13:23:00,24,Active,1183,53,66,1966,5,Male,852 Tenth Boulevard,38.31,-85.76,16097.0,32820.0,23004.0,740,4
1184,7146.36,45.809999999999995,156,60.922977369896365,111.92399999999999,High Spender,Moderate,63.95840452602073,Moderate Wellness,0,0.358974358974359,Traditional User,2019-10-31 14:08:00,0,Active,1184,70,74,1950,1,Male,20382 Park Drive,37.56,-121.98,33727.0,68765.0,75608.0,798,5
1187,3554.96,54.69169230769231,65,70.55094282168628,60.87667692307693,Moderate Spender,Moderate,28.297319127970432,Low Wellness,0,0.15384615384615385,Traditional User,2019-08-20 12:32:00,72,High Risk,1187,55,67,1964,9,Male,203 Valley Lane,44.78,-89.68,23216.0,47334.0,87775.0,701,3
1189,5098.54,42.487833333333334,120,69.99027091072631,88.99513333333334,Moderate Spender,Moderate,46.74829581785474,Low Wellness,0,0.058333333333333334,Traditional User,2019-10-19 06:02:00,12,Active,1189,63,68,1956,11,Female,412 Spruce Boulevard,42.66,-73.79,15490.0,31582.0,23359.0,693,4
1190,11886.44,35.802530120481926,332,62.30001068493891,213.52101204819274,High Spender,Moderate,131.0807568991568,Healthy,0,0.5512048192771084,Digital First,2019-10-04 10:06:00,27,Active,1190,49,65,1970,8,Female,4480 Essex Drive,33.0,-80.17,21769.0,44383.0,42369.0,707,7
1192,2584.74,24.38433962264151,106,33.03896611488775,73.35373584905659,Low Spender,Stable,43.10750866381491,Low Wellness,0,0.03773584905660377,Traditional User,2019-10-27 06:56:00,4,Active,1192,44,68,1976,2,Female,1450 Rose Drive,44.22,-93.44,19630.0,40026.0,70877.0,768,1
1193,7745.14,39.516020408163264,196,50.725662129149256,133.4064081632653,High Spender,Moderate,80.10967369661913,Moderate Wellness,0,0.11734693877551021,Traditional User,2019-10-31 08:13:00,0,Active,1193,90,75,1929,11,Female,6245 River Lane,41.69,-73.92,27934.0,51717.0,418.0,717,5
1194,7100.52,33.812000000000005,210,50.56665439447936,139.5248,High Spender,Moderate,84.03026912110414,Moderate Wellness,0,0.7047619047619048,Digital First,2019-10-07 00:36:00,24,Active,1194,49,70,1970,3,Male,2248 Third Avenue,35.06,-85.25,18658.0,38041.0,27813.0,782,4
1195,9752.02,48.039507389162566,203,82.18492481643374,141.01580295566504,High Spender,Moderate,79.17486725346203,Moderate Wellness,0,0.04433497536945813,Traditional User,2019-10-02 20:50:00,29,Active,1195,75,68,1944,7,Male,1222 First Drive,44.01,-92.47,23553.0,40696.0,15691.0,801,6
1196,7079.42,51.30014492753623,138,75.80303933379992,103.32005797101449,High Spender,Moderate,55.429435611500885,Moderate Wellness,0,0.028985507246376812,Traditional User,2019-10-18 10:57:00,13,Active,1196,60,61,1959,6,Female,498 Elm Lane,35.24,-113.76,17113.0,34895.0,56622.0,820,4
1198,10137.72,40.55088,250,52.02184282538821,166.220352,High Spender,Moderate,101.76089543492235,Healthy,0,0.648,Digital First,2019-10-21 20:27:00,10,Active,1198,82,67,1937,6,Male,79 South Boulevard,29.5,-97.44,15092.0,10869.0,1820.0,820,2
1201,9907.72,99.07719999999999,100,144.17127633253975,99.63087999999999,High Spender,Moderate,40.88890473349204,Low Wellness,0,0.11,Traditional User,2019-09-23 14:46:00,38,High Risk,1201,60,66,1959,11,Male,175 Valley Drive,42.36,-71.36,56632.0,115465.0,195657.0,715,4
1202,1581.13,10.007151898734177,158,9.164210370199054,98.80286075949367,Low Spender,Stable,64.36930349558044,Moderate Wellness,0,0.06962025316455696,Traditional User,2019-10-23 12:37:00,8,Active,1202,63,65,1956,10,Female,881 Ocean View Street,41.83,-87.68,0.0,4.0,0.0,691,3
1203,1490.29,21.59840579710145,69,80.60630895289387,50.03936231884058,Low Spender,Moderate,17.95825994855166,Low Wellness,0,0.057971014492753624,Traditional User,2019-08-18 11:24:00,74,High Risk,1203,36,62,1984,2,Male,5867 East Street,43.42,-73.71,20371.0,41537.0,128044.0,582,1
1204,6537.5,76.01744186046511,86,176.85205228688983,82.00697674418605,Moderate Spender,Moderate,21.834822100761563,Low Wellness,0,0.08139534883720931,Traditional User,2019-10-11 09:59:00,20,Active,1204,42,67,1977,6,Male,583 El Camino Boulevard,42.09,-70.7,34059.0,69440.0,129944.0,743,3
1207,10059.93,39.45070588235294,255,56.00568741763478,168.78028235294119,High Spender,Moderate,102.63407428117893,Healthy,0,0.4823529411764706,Traditional User,2019-10-21 08:40:00,10,Active,1207,41,65,1978,10,Male,8425 East Lane,41.47,-81.67,27646.0,56368.0,71544.0,664,3
1208,4827.78,29.259272727272727,165,63.363510875293684,110.70370909090909,Moderate Spender,Moderate,62.105079643123084,Moderate Wellness,0,0.06666666666666667,Traditional User,2019-10-29 18:17:00,2,Active,1208,38,72,1981,9,Male,9541 Ocean View Drive,40.59,-77.57,16375.0,33387.0,69066.0,526,3
1209,15161.26,52.280206896551725,290,65.65860344376374,194.9120827586207,Premium Spender,Moderate,118.55234138021277,Healthy,1,0.04482758620689655,Traditional User,2019-10-07 17:15:00,24,Active,1209,45,67,1974,6,Female,95 12th Drive,40.94,-73.86,31299.0,63815.0,4832.0,699,6
1210,4952.62,35.12496453900709,141,45.90523858409865,98.64998581560283,Moderate Spender,Stable,57.7564416448824,Moderate Wellness,0,0.028368794326241134,Traditional User,2019-10-26 07:42:00,5,Active,1210,32,65,1987,11,Male,6415 Sussex Lane,41.0,-76.85,16935.0,34531.0,60156.0,703,4
1211,6039.79,62.2658762886598,97,95.94473528365796,83.10635051546392,Moderate Spender,Moderate,38.29081582986635,Low Wellness,0,0.07216494845360824,Traditional User,2019-08-14 15:36:00,78,High Risk,1211,66,68,1953,3,Female,644 South Drive,35.1,-90.0,18759.0,38249.0,0.0,746,4
1213,2943.23,30.658645833333335,96,72.45854192672475,69.86345833333333,Low Spender,Moderate,33.10588536465505,Low Wellness,0,0.010416666666666666,Traditional User,2019-07-02 04:37:00,121,High Risk,1213,34,69,1985,11,Male,860 George Avenue,38.62,-122.61,21373.0,43579.0,96994.0,795,3
1214,9741.43,54.119055555555555,180,109.29674425475645,129.64762222222222,High Spender,Moderate,66.37636781571537,Moderate Wellness,0,0.06111111111111111,Traditional User,2019-10-31 04:36:00,0,Active,1214,40,64,1979,11,Male,83302 Valley Stream Lane,42.06,-71.24,35544.0,72470.0,133421.0,711,2
1217,6134.14,58.98211538461539,104,89.96797046752143,85.99284615384616,Moderate Spender,Moderate,41.30104052188033,Low Wellness,0,0.04807692307692308,Traditional User,2019-10-21 10:07:00,10,Active,1217,59,66,1960,12,Female,584 Bayview Street,33.62,-112.0,22070.0,44992.0,53368.0,785,3
1219,11383.68,82.4904347826087,138,124.42317835017107,115.79617391304348,High Spender,Moderate,55.06249476474839,Moderate Wellness,0,0.06521739130434782,Traditional User,2019-10-18 20:04:00,13,Active,1219,28,72,1991,6,Female,9977 Oak Avenue,38.68,-76.17,28497.0,58105.0,70254.0,688,3
1221,5232.1,31.329940119760483,167,57.66058594640831,112.7319760479042,Moderate Spender,Moderate,64.66686484664648,Moderate Wellness,0,0.029940119760479042,Traditional User,2019-10-09 06:47:00,22,Active,1221,64,69,1955,11,Female,6606 Jefferson Avenue,33.92,-117.24,15079.0,30747.0,51667.0,850,4
1222,6668.69,32.530195121951216,205,36.92972003048991,136.0120780487805,Moderate Spender,Stable,84.37311453048738,Moderate Wellness,0,0.05853658536585366,Traditional User,2019-10-28 07:40:00,3,Active,1222,42,66,1977,12,Female,1957 Park Lane,42.39,-113.78,14094.0,28738.0,48786.0,600,1
1223,2850.2000000000003,407.17142857142863,7,609.3627658034409,167.06857142857146,Low Spender,Highly Volatile,3.0788754107403946,Low Wellness,0,0.2857142857142857,Traditional User,2019-08-21 04:06:00,71,High Risk,1223,53,67,1966,6,Male,822 Ocean Street,41.8,-87.92,92938.0,189490.0,448929.0,717,3
1224,9029.9,31.353819444444444,288,60.274743579579095,185.34152777777777,High Spender,Moderate,112.5511971174175,Healthy,0,0.020833333333333332,Traditional User,2019-10-27 08:12:00,4,Active,1224,42,66,1977,9,Male,763 Lexington Avenue,38.99,-76.93,26224.0,53464.0,20683.0,751,4
1225,10274.55,50.61354679802955,203,108.57565338122505,142.04541871921182,High Spender,Moderate,74.66893336316386,Moderate Wellness,0,0.4039408866995074,Traditional User,2019-10-31 14:01:00,0,Active,1225,54,70,1965,11,Male,6831 Valley Boulevard,37.97,-122.5,30819.0,62837.0,86171.0,850,3
1226,8821.77,57.6586274509804,153,84.22446112260492,114.86345098039216,High Spender,Moderate,61.65269601077313,Moderate Wellness,0,0.11764705882352941,Traditional User,2019-09-17 16:25:00,44,High Risk,1226,42,67,1978,2,Male,376 Fourth Drive,21.34,-157.72,18080.0,36860.0,65049.0,714,3
1227,5979.76,33.594157303370785,178,82.95640316188398,120.23766292134832,Moderate Spender,Moderate,64.68696655863444,Moderate Wellness,0,0.028089887640449437,Traditional User,2019-09-29 10:56:00,32,High Risk,1227,65,67,1954,11,Female,727 Eighth Lane,42.37,-83.46,33031.0,67344.0,7049.0,804,4
1228,6901.58,40.597529411764704,170,58.643223399339234,118.23901176470588,Moderate Spender,Moderate,68.45061414366157,Moderate Wellness,0,0.052941176470588235,Traditional User,2019-10-19 10:01:00,12,Active,1228,54,61,1965,7,Male,456 Sixth Boulevard,30.26,-97.74,23287.0,47482.0,59590.0,726,5
1229,7749.2,64.04297520661157,121,112.89008384002432,98.21719008264462,High Spender,Moderate,45.03487579397861,Low Wellness,0,0.05785123966942149,Traditional User,2019-09-14 08:34:00,47,High Risk,1229,50,66,1970,2,Male,421 Essex Street,35.18,-79.46,24206.0,49350.0,20942.0,713,6
1234,3791.45,19.543556701030926,194,18.601789017238268,124.21742268041237,Moderate Spender,Stable,79.74270920686163,Moderate Wellness,0,0.29896907216494845,Traditional User,2019-10-22 10:55:00,9,Active,1234,44,64,1975,10,Male,7815 Hillside Avenue,29.76,-95.38,30499.0,62185.0,114235.0,749,1
1236,3385.85,18.203494623655914,186,57.18032958076435,118.88139784946236,Moderate Spender,Moderate,68.42498247094392,Moderate Wellness,0,0.03225806451612903,Traditional User,2019-10-18 14:04:00,13,Active,1236,72,65,1947,9,Female,521 Main Lane,38.86,-104.76,14645.0,25243.0,18006.0,730,6
1237,9963.91,29.04930029154519,343,50.77634405211199,217.41972011661807,High Spender,Moderate,135.7595212770412,Healthy,0,0.27696793002915454,Traditional User,2019-10-30 07:23:00,1,Active,1237,46,66,1973,9,Female,3276 Maple Street,42.37,-87.86,15770.0,32150.0,47179.0,717,6
1238,15449.7,102.998,150,137.83041207446726,131.19920000000002,Premium Spender,Moderate,63.33331758510654,Moderate Wellness,1,0.08,Traditional User,2019-10-02 13:09:00,29,Active,1238,31,72,1988,7,Female,95410 Pine Boulevard,38.87,-77.1,47408.0,96661.0,73401.0,721,2
1239,6902.79,39.67120689655172,174,59.29629230562348,120.26848275862068,Moderate Spender,Moderate,69.64210360784082,Moderate Wellness,0,0.034482758620689655,Traditional User,2019-10-02 16:05:00,29,Active,1239,34,65,1985,11,Female,5449 Lexington Drive,33.78,-117.93,18679.0,38081.0,28613.0,811,4
1240,4858.55,31.755228758169935,153,51.79312821576774,104.50209150326798,Moderate Spender,Moderate,60.36794298429744,Moderate Wellness,0,0.0915032679738562,Traditional User,2019-09-23 14:54:00,38,High Risk,1240,56,67,1963,5,Female,899 Maple Street,40.26,-81.84,15603.0,31814.0,43140.0,693,3
1241,15926.24,77.6889756097561,205,55.45301089285176,154.07559024390244,Premium Spender,Moderate,94.21609050435649,Moderate Wellness,1,0.04390243902439024,Traditional User,2019-10-22 16:37:00,9,Active,1241,40,69,1979,3,Female,159 Plum Avenue,40.43,-84.38,24227.0,49396.0,39549.0,814,3
1242,5701.76,42.87037593984962,133,42.23406928287792,96.94815037593985,Moderate Spender,Stable,57.6142989253793,Moderate Wellness,0,0.045112781954887216,Traditional User,2019-09-19 18:17:00,42,High Risk,1242,52,69,1967,10,Female,549 Tenth Avenue,41.83,-87.68,14963.0,30509.0,56953.0,641,2
1243,9759.2,76.84409448818899,127,67.61747079060252,106.9376377952756,High Spender,Moderate,60.3297341883362,Moderate Wellness,0,0.07086614173228346,Traditional User,2019-10-22 15:12:00,9,Active,1243,31,72,1989,1,Female,9316 Hillside Lane,40.27,-76.88,17110.0,34884.0,26799.0,705,5
1245,4811.24,29.883478260869563,161,48.34991375717321,108.55339130434783,Moderate Spender,Stable,63.69506072682623,Moderate Wellness,0,0.043478260869565216,Traditional User,2019-09-27 22:19:00,33,High Risk,1245,54,58,1965,9,Female,780 Ocean Avenue,37.43,-76.54,21040.0,42900.0,111007.0,802,6
1246,4804.21,42.515132743362834,113,55.54343291057143,84.80605309734513,Moderate Spender,Moderate,46.84585324089456,Low Wellness,0,0.09734513274336283,Traditional User,2019-08-30 16:51:00,62,High Risk,1246,49,67,1970,5,Female,7499 Lake Boulevard,30.76,-88.12,15207.0,31008.0,60527.0,713,4
1247,5754.4,44.95625,128,65.1216031985516,94.7825,Moderate Spender,Moderate,51.66255436028968,Moderate Wellness,0,0.1015625,Traditional User,2019-10-19 11:27:00,12,Active,1247,69,71,1950,9,Female,6466 Ninth Drive,35.54,-118.91,21654.0,44152.0,90526.0,700,5
1248,5636.17,39.413776223776225,143,64.90030662272882,101.56551048951049,Moderate Spender,Moderate,56.0440715425871,Moderate Wellness,0,0.06293706293706294,Traditional User,2019-10-08 04:06:00,23,Active,1248,51,71,1968,7,Female,32299 Federal Street,42.68,-89.01,21278.0,43386.0,2192.0,698,3
1250,6930.0199999999995,36.47378947368421,190,140.22488004055953,128.5895157894737,Moderate Spender,Moderate,58.897160833993354,Moderate Wellness,0,0.02631578947368421,Traditional User,2019-10-26 13:07:00,5,Active,1250,85,67,1935,1,Female,872 Lake Avenue,40.01,-78.36,15262.0,38499.0,1493.0,746,5
1251,3998.14,28.972028985507244,138,31.614285557760446,94.38881159420289,Moderate Spender,Stable,57.568751584100085,Moderate Wellness,0,0.2753623188405797,Traditional User,2019-10-31 11:30:00,0,Active,1251,29,67,1990,10,Female,645 Tenth Boulevard,32.84,-116.88,20673.0,42150.0,39663.0,750,3
1253,14762.9,51.618531468531465,286,69.50472897159443,192.24741258741258,High Spender,Moderate,115.98461364624055,Healthy,0,0.05244755244755245,Traditional User,2019-10-25 17:29:00,6,Active,1253,32,64,1987,10,Female,1782 South Boulevard,41.44,-73.04,28814.0,58749.0,113308.0,768,6
1254,3242.46,26.577540983606557,122,65.5245894328957,83.83101639344262,Moderate Spender,Moderate,43.66834440850283,Low Wellness,0,0.02459016393442623,Traditional User,2019-08-30 14:57:00,62,High Risk,1254,61,65,1959,2,Female,576 Jefferson Boulevard,40.12,-88.64,16978.0,34619.0,13326.0,747,5
1256,7218.79,28.87516,250,63.156913768815585,161.550064,High Spender,Moderate,96.03116524623688,Moderate Wellness,0,0.54,Digital First,2019-10-28 12:17:00,3,Active,1256,37,68,1982,9,Male,1723 North Lane,41.2,-73.13,27589.0,56248.0,149587.0,728,4
1257,3961.2,49.515,80,72.05497519694883,67.806,Moderate Spender,Moderate,32.443504960610234,Low Wellness,0,0.0875,Traditional User,2019-07-11 22:08:00,111,High Risk,1257,55,67,1964,7,Male,287 Pine Lane,47.79,-122.3,23668.0,48259.0,146774.0,721,3
1258,5815.95,34.413905325443785,169,79.05318055642176,115.1655621301775,Moderate Spender,Moderate,62.113535486348795,Moderate Wellness,0,0.04142011834319527,Traditional User,2019-10-25 15:18:00,6,Active,1258,79,65,1940,5,Female,265 Little Creek Street,33.99,-117.53,19851.0,15470.0,15349.0,789,7
1259,15129.03,85.96039772727273,176,194.4583644731056,139.9841590909091,Premium Spender,Moderate,57.29644642356071,Moderate Wellness,1,0.028409090909090908,Traditional User,2019-10-21 08:49:00,10,Active,1259,64,69,1955,7,Female,729 Littlewood Avenue,41.18,-73.42,94302.0,192269.0,100192.0,700,6
1260,1521.92,24.94950819672131,61,58.33557535004489,46.57980327868853,Low Spender,Moderate,20.217737389007414,Low Wellness,0,0.09836065573770492,Traditional User,2019-10-10 15:55:00,21,Active,1260,28,65,1991,12,Male,1963 Summit Lane,26.14,-80.13,20995.0,42806.0,49194.0,712,3
1261,5280.61,42.58556451612903,124,141.63468322827805,91.43422580645161,Moderate Spender,Moderate,34.0487327091831,Low Wellness,0,0.04032258064516129,Traditional User,2019-10-28 22:50:00,2,Active,1261,58,70,1961,7,Male,610 Oak Street,45.54,-122.64,33737.0,68787.0,171854.0,527,1
1262,2445.34,14.642754491017964,167,58.67393573415494,106.05710179640718,Low Spender,Moderate,59.458039200474396,Moderate Wellness,0,0.05389221556886228,Traditional User,2019-10-24 13:35:00,7,Active,1262,56,68,1963,11,Female,5814 Ocean Street,41.01,-121.47,13723.0,27981.0,62926.0,717,3
1263,4487.7,39.7141592920354,113,58.196550642224224,83.68566371681416,Moderate Spender,Moderate,45.474937659165775,Low Wellness,0,0.4690265486725664,Traditional User,2019-10-25 15:37:00,6,Active,1263,56,70,1963,8,Female,212 Mountain View Lane,33.95,-84.54,17977.0,36652.0,60949.0,600,3
1266,3282.46,33.49448979591837,98,70.30624694161507,72.19779591836735,Moderate Spender,Moderate,35.1870975504525,Low Wellness,0,0.061224489795918366,Traditional User,2019-10-31 20:20:00,0,Active,1266,35,54,1984,9,Female,239 South Drive,39.51,-76.17,22590.0,46063.0,106528.0,618,1
1267,5105.68,62.26439024390244,82,56.684741367890126,74.10575609756097,Moderate Spender,Moderate,40.14236879959271,Low Wellness,0,0.06097560975609756,Traditional User,2019-09-16 12:52:00,45,High Risk,1267,81,65,1938,10,Female,9574 Ocean Drive,47.83,-122.32,28248.0,31912.0,2182.0,630,4
1268,2931.86,37.58794871794872,78,58.52759454317529,61.83517948717949,Low Spender,Moderate,30.77086570674956,Low Wellness,0,0.038461538461538464,Traditional User,2019-10-14 13:57:00,17,Active,1268,47,63,1972,9,Male,857 Catherine Avenue,34.2,-86.15,14516.0,29597.0,44388.0,513,4
1269,9602.09,45.72423809523809,210,99.08548792512101,144.28969523809525,High Spender,Moderate,77.90017384354722,Moderate Wellness,0,0.2857142857142857,Traditional User,2019-10-19 09:48:00,12,Active,1269,56,56,1963,10,Male,336 Rose Avenue,41.83,-87.68,25365.0,36335.0,28929.0,676,2
1274,12663.74,51.06346774193548,248,73.05174740177264,169.22538709677417,High Spender,Moderate,99.90869084222612,Moderate Wellness,0,0.07258064516129033,Traditional User,2019-10-15 15:21:00,16,Active,1274,49,61,1970,4,Female,824 West Drive,41.95,-71.7,24260.0,49464.0,123198.0,705,6
1276,6319.86,84.2648,75,124.80018582539873,78.70591999999999,Moderate Spender,Moderate,30.319402834920247,Low Wellness,0,0.16,Traditional User,2019-02-27 11:36:00,246,High Risk,1276,82,66,1937,6,Female,7236 South Boulevard,41.83,-87.68,25365.0,41793.0,1141.0,730,5
1279,6990.49,30.131422413793103,232,65.57887602131548,151.25256896551724,Moderate Spender,Moderate,88.72365151987484,Moderate Wellness,0,0.04741379310344827,Traditional User,2019-10-25 12:58:00,6,Active,1279,78,65,1941,7,Male,22 East Avenue,42.47,-83.49,34259.0,62103.0,33545.0,509,4
1281,2203.13,31.03,71,93.12001458946867,55.012,Low Spender,Moderate,19.08499708210627,Low Wellness,0,0.07042253521126761,Traditional User,2019-09-12 13:14:00,49,High Risk,1281,92,61,1927,12,Female,34 Bayview Drive,34.1,-117.38,14632.0,26546.0,2480.0,689,6
1282,3692.53,33.87642201834863,109,65.6601051223047,78.95056880733944,Moderate Spender,Moderate,40.63090558104365,Low Wellness,0,0.09174311926605505,Traditional User,2019-10-17 07:18:00,14,Active,1282,34,66,1985,3,Female,404 Main Lane,45.76,-108.57,20231.0,41249.0,42268.0,695,2
1283,7957.64,55.64783216783217,143,64.64282471799115,108.05913286713286,High Spender,Moderate,60.96578470675142,Moderate Wellness,0,0.04895104895104895,Traditional User,2019-09-26 09:58:00,35,High Risk,1283,50,65,1970,1,Male,720 Seventh Avenue,45.64,-122.37,31226.0,63673.0,147913.0,591,4
1284,6994.49,72.85927083333333,96,66.38089993593658,86.74370833333333,Moderate Spender,Moderate,46.98160126281269,Low Wellness,0,0.11458333333333333,Traditional User,2019-10-20 16:16:00,11,Active,1284,50,64,1969,9,Female,8990 Plum Street,41.76,-70.08,19591.0,39947.0,57346.0,765,2
1285,13322.75,77.01011560693641,173,115.07242473202469,134.60404624277456,High Spender,Moderate,69.28854973567599,Moderate Wellness,0,0.06358381502890173,Traditional User,2019-10-16 20:19:00,15,Active,1285,68,53,1951,12,Female,6723 Maple Street,38.83,-77.21,30622.0,65298.0,18684.0,524,2
1286,11952.1,57.46201923076923,208,102.7155533136115,147.78480769230768,High Spender,Moderate,79.89549510650848,Moderate Wellness,0,0.1875,Traditional User,2019-09-05 07:10:00,56,High Risk,1286,53,67,1966,10,Female,456 Lincoln Boulevard,42.76,-78.74,30202.0,61578.0,85383.0,602,2
1288,5407.79,34.01125786163522,159,51.85532474815757,109.00450314465408,Moderate Spender,Moderate,63.43231240885905,Moderate Wellness,0,0.050314465408805034,Traditional User,2019-10-14 09:26:00,17,Active,1288,41,57,1978,7,Female,14 Valley Drive,38.47,-81.81,18666.0,38059.0,68220.0,634,2
1289,432.97,12.370571428571429,35,19.087491737793528,25.948228571428572,Low Spender,Stable,13.893673081012723,Low Wellness,0,0.02857142857142857,Traditional User,2017-10-24 09:58:00,737,High Risk,1289,33,64,1986,11,Male,27934 11th Street,26.14,-80.13,20995.0,42808.0,117011.0,758,1
1291,8586.37,70.38008196721312,122,101.3826522439923,101.35203278688525,High Spender,Moderate,49.63749414136547,Low Wellness,0,0.13114754098360656,Traditional User,2019-10-28 18:59:00,3,Active,1291,43,64,1976,11,Male,582 Essex Street,38.21,-91.16,17101.0,34869.0,53381.0,699,2
1293,14389.37,53.691679104477615,268,78.23973436496084,182.27667164179104,High Spender,Moderate,107.65955685835112,Healthy,0,0.45149253731343286,Traditional User,2019-10-20 15:16:00,11,Active,1293,32,65,1988,1,Female,219 Federal Street,29.45,-95.06,24217.0,49374.0,108192.0,706,2
1294,11311.4,72.04713375796179,157,121.68785529257367,123.01885350318472,High Spender,Moderate,60.076569068873795,Moderate Wellness,0,0.05732484076433121,Traditional User,2019-09-25 08:57:00,36,High Risk,1294,39,63,1980,7,Female,2244 Mill Boulevard,40.69,-74.26,28993.0,59114.0,132715.0,730,2
1295,10357.78,30.28590643274854,342,46.71553458394072,217.3143625730994,High Spender,Stable,136.54266501303644,Healthy,0,0.11695906432748537,Traditional User,2019-10-31 12:50:00,0,Active,1295,70,70,1950,2,Female,888 Lincoln Street,46.78,-92.11,17474.0,27772.0,14408.0,788,4
1296,9419.17,28.201107784431137,334,25.55101022256758,211.68044311377247,High Spender,Stable,136.95013029081582,Healthy,0,0.4161676646706587,Traditional User,2019-10-26 09:05:00,5,Active,1296,60,64,1959,11,Female,2468 Spruce Drive,28.7,-81.34,22896.0,46683.0,93126.0,788,5
1298,3037.08,28.92457142857143,105,41.06693703409883,74.56982857142857,Moderate Spender,Stable,42.463984021751656,Low Wellness,0,0.10476190476190476,Traditional User,2019-10-05 10:41:00,26,Active,1298,32,70,1987,12,Female,3535 West Drive,34.01,-118.2,12557.0,25603.0,26348.0,729,2
